---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
           4268.0086 |           4268.005+ |    700 |           |      | 148257.7898   -  171681.348   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L4498  |
           4269.7223 |           4269.722+ |    700 |           |      | 148257.7898   -  171671.928   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |            |  L4498  |
           4270.2252 |           4270.225+ |    500 |           |      | 148257.7898   -  171669.172   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 0   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4274.6617 |           4274.660+ |    500 |           |      | 148257.7898   -  171644.882   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 1   |    |            |  L4498  |
           4275.167  |           4275.1579+|     10 |           |      | 148257.7898   -  171642.1580  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |            |  L3469  |
           4275.5590 |           4275.5572+|    700 |           |      | 148257.7898   -  171639.9741  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L4498  |
           4278.850  |           4278.84+  |     50 |           |      | 149657.0392   -  173021.29    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).11d | 2[5/2]* | 3   |    |            |  L3469  |
           4279.279  |           4279.28+  |    150 |           |      | 149657.0392   -  173018.89    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).11d | 2[7/2]* | 4   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4283.242  |           4283.24+  |    100 |           |      | 149824.2215   -  173164.46    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).12d | 2[7/2]* | 3   |    |            |  L3469  |
           4288.541  |           4288.53+  |     50 |           |      | 149657.0392   -  172968.51    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).12s | 2[3/2]* | 2   |    |            |  L3469  |
           4289.799  |           4289.79+  |     20 |           |      | 149824.2215   -  173128.85    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).13s | 2[3/2]* | 1   |    |            |  L3469  |
           4291.976  |           4291.99+  |    20* |           |      | 150315.8612   -  173608.54    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10d | 2[5/2]* | 3   |    |            |  L3469  |
           4291.976  |           4291.99+  |    20* |           |      | 150315.8612   -  173608.51    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10d | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4291.976  |           4291.99+  |    20* |           |      | 150315.8612   -  173608.51    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10d | 2[5/2]* | 2   |    |            |  L3469  |
           4303.248  |           4303.254+ |    300 |           |      | 148257.7898   -  171489.486   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |            |  L3469  |
           4303.695  |           4303.72+  |     10 |           |      | 150121.5922   -  173350.78    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9d  | 2[3/2]* | 1   |    |            |  L3469  |
           4303.955  |           4303.96+  |     50 |           |      | 150121.5922   -  173349.46    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9d  | 2[5/2]* | 2   |    |            |  L3469  |
           4306.2508 |           4306.252+ |    700 |           |      | 148257.7898   -  171473.311   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4310.130  |           4310.13+  |     20 |           |      | 149824.2215   -  173018.85    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).11d | 2[7/2]* | 3   |    |            |  L3469  |
           4314.110  |           4314.11+  |     10 |           |      | 149657.0392   -  172830.25    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).10d | 2[5/2]* | 3   |    |            |  L3469  |
           4314.695  |           4314.70+  |    300 |           |      | 149657.0392   -  172827.13    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).10d | 2[7/2]* | 4   |    |            |  L3469  |
           4316.008  |           4316.005+ |    150 |           |      | 149824.2215   -  172987.283   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).8d  | 2[5/2]* | 3   |    |            |  L3469  |
           4318.834  |           4318.800+ |     50 |           |      | 149824.2215   -  172972.289   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).12s | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4319.511  |           4319.51+  |     10 |           |      | 149824.2215   -  172968.51    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).12s | 2[3/2]* | 2   |    |            |  L3469  |
           4321.492  |           4321.49+  |     20 |           |      | 150121.5922   -  173255.24    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).10s | 2[1/2]* | 0   |    |            |  L3469  |
           4327.265  |           4327.27+  |    100 |           |      | 149657.0392   -  172759.82    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |            |  L3469  |
           4334.1267 |           4334.1253+|    700 |           |      | 148257.7898   -  171324.0107  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |            |  L3451  |
           4336.2268 |           4336.2251+|    500 |           |      | 148257.7898   -  171312.8413  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4338.200  |           4338.20+  |     20 |           |      | 150121.5922   -  173166.15    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).12d | 2[5/2]* | 2   |    |            |  L3469  |
           4340.256  |           4340.25+  |     20 |           |      | 150315.8612   -  173349.52    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).9d  | 2[5/2]* | 3   |    |            |  L3469  |
           4340.420  |           4340.42+  |     20 |           |      | 149824.2215   -  172857.00    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 1   |    |            |  L3469  |
           4345.479  |           4345.47+  |    20* |           |      | 149824.2215   -  172830.25    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).10d | 2[5/2]* | 3   |    |            |  L3469  |
           4345.479  |           4345.47+  |    20* |           |      | 149824.2215   -  172830.20    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4345.762  |           4345.75+  |     10 |           |      | 150121.5922   -  173126.12    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).13s | 2[3/2]* | 2   |    |            |  L3469  |
           4346.036  |           4346.01+  |    150 |           |      | 149824.2215   -  172827.35    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).10d | 2[7/2]* | 3   |    |            |  L3469  |
           4357.298  |           4357.29+  |     20 |           |      | 150315.8612   -  173259.46    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10s | 2[1/2]* | 1   |    |            |  L3469  |
           4357.918  |           4357.90+  |     50 |           |      | 149824.2215   -  172764.60    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |            |  L3469  |
           4358.816  |           4358.81+  |     20 |           |      | 149824.2215   -  172759.82    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4362.690  |           4362.69+  |    300 |           |      | 149657.0392   -  172572.22    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).9d  | 2[5/2]* | 3   |    |            |  L3469  |
           4363.228  |           4363.23+  |     20 |           |      | 149657.0392   -  172569.40    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |            |  L3469  |
           4363.524  |           4363.524+ |    700 |           |      | 149657.0392   -  172567.857   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).9d  | 2[7/2]* | 4   |    |            |  L7292  |
           4365.705  |           4365.71+  |     10 |           |      | 150121.5922   -  173020.96    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).11d | 2[5/2]* | 2   |    |            |  L3469  |
           4371.796  |           4371.81+  |     20 |           |      | 150121.5922   -  172988.99    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4372.157  |           4372.151+ |    300 |           |      | 150121.5922   -  172987.204   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8d  | 2[5/2]* | 2   |    |            |  L3469  |
           4374.997  |           4375.005+ |    20* |           |      | 150121.5922   -  172972.289   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).12s | 2[3/2]* | 1   |    |            |  L3469  |
           4374.997  |           4375.03+  |    20* |           |      | 150315.8612   -  173166.45    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).12d | 2[5/2]* | 3   |    |            |  L3469  |
           4377.754  |           4377.74+  |     20 |           |      | 150772.1118   -  173608.51    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).10d | 2[5/2]* | 2   |    |            |  L3469  |
           4377.754  |           4377.74+  |    20* |           |      | 150772.1118   -  173608.51    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).10d | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4381.220  |           4381.220+ |    300 |           |      | 149657.0392   -  172475.321   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 2   |    |            |  L7292  |
           4394.370  |           4394.36+  |   150* |           |      | 150858.5079   -  173608.54    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10d | 2[5/2]* | 3   |    |            |  L3469  |
           4394.370  |           4394.37+  |   150* |           |      | 150858.5079   -  173608.51    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10d | 2[5/2]* | 2   |    |            |  L3469  |
           4394.370  |           4394.37+  |   150* |           |      | 150858.5079   -  173608.51    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).10d | 2[3/2]* | 2   |    |            |  L3469  |
           4394.773  |           4394.78+  |    150 |           |      | 149824.2215   -  172572.12    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4395.008  |           4395.03+  |     10 |           |      | 149824.2215   -  172570.83    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 1   |    |            |  L3469  |
           4395.306  |           4395.30+  |     10 |           |      | 149824.2215   -  172569.40    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |            |  L3469  |
           4395.556  |           4395.556+ |    500 |           |      | 149824.2215   -  172568.083   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[7/2]* | 3   |    |            |  L7292  |
           4395.969  |           4395.97+  |     10 |           |      | 149824.2215   -  172565.93    | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[1/2]* | 1   |    |            |  L3469  |
           4397.175  |           4397.19+  |     10 |           |      | 150121.5922   -  172857.00    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4398.136  |           4398.13+  |     50 |           |      | 150121.5922   -  172852.13    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 0   |    |            |  L3469  |
           4402.374  |           4402.38+  |     20 |           |      | 150121.5922   -  172830.20    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |            |  L3469  |
           4402.580  |           4402.55+  |     10 |           |      | 150121.5922   -  172829.30    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).10d | 2[3/2]* | 1   |    |            |  L3469  |
           4402.985  |           4403.00+  |     10 |           |      | 150315.8612   -  173021.29    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).11d | 2[5/2]* | 3   |    |            |  L3469  |
           4405.582  |           4405.57+  |     20 |           |      | 150917.4307   -  173609.59    | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).10d | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4409.620  |           4409.601+ |    200 |           |      | 150315.8612   -  172987.283   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).8d  | 2[5/2]* | 3   |    |            |  L3469  |
           4412.285  |           4412.2878+|    200 |           |      | 149824.2215   -  172481.8376  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 1   |    |            |  L3469  |
           4413.561  |           4413.557+ |    150 |           |      | 149824.2215   -  172475.321   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 2   |    |            |  L3469  |
           4415.141  |           4415.13+  |     50 |           |      | 150121.5922   -  172764.60    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |            |  L3469  |
           4416.817  |           4416.815+ |    500 |           |      | 149824.2215   -  172458.613   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).7d  | 2[5/2]* | 3   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4420.558  |           4420.5903+|     10 |           |      | 148257.7898   -  170872.8524  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |            |  L3469  |
           4421.5553 |           4421.554+ |    500 |           |      | 148257.7898   -  170867.923   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L4498  |
           4422.5205 |           4422.5191+|   3000 |           |      | 148257.7898   -  170862.9893  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L3451  |
           4424.8065 |           4424.8052+|   3000 |           |      | 148257.7898   -  170851.3105  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |            |  L4498  |
           4425.400  |           4425.400+ |   1500 |           |      | 148257.7898   -  170848.274   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 0   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4427.755  |           4427.72+  |    300 |           |      | 150772.1118   -  173350.78    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9d  | 2[3/2]* | 1   |    |            |  L3469  |
           4427.981  |           4427.97+  |    150 |           |      | 150772.1118   -  173349.46    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9d  | 2[5/2]* | 2   |    |            |  L3469  |
           4429.410  |           4429.41+  |     10 |           |      | 151038.4524   -  173608.51    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).10d | 2[3/2]* | 2   |    |            |  L3469  |
           4432.5166 |           4432.514+ |    200 |           |      | 149657.0392   -  172211.266   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).8d  | 2[5/2]* | 3   |    |            |  L4498  |
           4433.398  |           4433.398+ |    100 |           |      | 149657.0392   -  172206.770   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4433.7239 |           4433.724+ |    700 |           |      | 149657.0392   -  172205.113   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).8d  | 2[7/2]* | 4   |    |            |  L3451  |
           4435.094  |           4435.09+  |     50 |           |      | 150315.8612   -  172857.00    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 1   |    |            |  L3469  |
           4440.363  |           4440.36+  |   150* |           |      | 150315.8612   -  172830.25    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).10d | 2[5/2]* | 3   |    |            |  L3469  |
           4440.363  |           4440.37+  |   150* |           |      | 150315.8612   -  172830.20    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |            |  L3469  |
